Rank,Model,Validation,R2,RMSE,MAE
1,Multiple Linear Regression,LOOCV,-0.027299716650119876,0.4577794317909165,0.35408670105780615
2,Artificial Neural Network,LOOCV,-3.085724381799352,0.912939976559841,0.8584513327265317
